rank,word,text,year,preset
62,fuels,"Despite some steps forward, 41 per cent of the world’s population still lack access to clean cooking fuels and technologies.",2018,
62,national,"Unless Member States live up to their international obligation to protect those who stand up for the fundamental rights and freedoms of others, human rights defenders, journalists and trade unionists will continue to be targets of assassination in countries around the world.",2019,
62,measures,"Trends suggest that lockdown measures have hardly affected violence in Latin American countries with high levels of homicides, but the intense lockdown measures in European countries with low levels of homicide seem to have drastically reduced violence.",2020,
62,LDCs,"One in three LDCs now have an internationally compliant NHRI, compared with one in five in 2015.",2021,
62,labour,"Human rights violations in conflict-affected countries, including human trafficking and forced labour, have increased and international humanitarian law has been disregarded, undermining the global compact of humanity.",2022,
63,rates,"And in most regions, birth registration rates tend to be highest among the richest 20 per cent of the population.",2016,
63,used,This indicates that no significant progress has been made in the ability of judicial systems to process and try the accused in an efficient manner.,2017,
63,consumption,"The share of renewables in final energy consumption increased modestly, from 17.3 per cent in 2014 to 17.5 per cent in 2015.",2018,
63,Northern,"The differences among regions are stark: 92 per cent of children are covered by social protection systems in Europe and Northern America, 56 per cent in Latin America and the Caribbean, but only 13 per cent in sub-Saharan Africa, and 14 per cent in Eastern and South-Eastern Asia.",2019,
63,reported,"However, the number of convictions has recently started to increase in response to improvements in detection.Sexual violence, one of the most disturbing violations of children’s rights, is widely underreported.",2020,
63,protection,"In fact, the crisis has created major disruptions in government functioning and has tested, weakened and sometimes even shattered countries’ systems of rights and protection.",2021,
63,support,"Over the last decade, the world has spent $349 billion on peacekeeping, humanitarian relief and refugee support.",2022,
64,change,"In Latin America and the Caribbean, the region with the second highest percentage, the share of persons held in detention without being sentenced remained practically unchanged over the last decade, at 43 per cent.",2016,
64,GDP,Government spending on agriculture has not been proportional to the sector’s share of gross domestic product (GDP) either.,2017,
64,due,"Substantial gains in access rates were achieved in rural areas, in part due to slower population growth, but also aided by an upswing in off-grid solar electricity.",2018,
64,girls,"In 2016, adult women comprised nearly half of the detected victims globally, and girls accounted for about 23 per cent.",2019,
64,need,"To significantly reduce all forms of violence, stronger efforts are needed to cut the global homicide rate.",2020,
64,labour,"Millions of children around the globe face different forms of exploitation, including trafficking and child labour.",2021,
64,public,"Feeling unsafe in public can fundamentally erode one's sense of well-being and reduce trust and community engagement, becoming an obstacle to development.",2022,
65,efforts,Central to the agreement is the need to strengthen the global response to keep global temperatures from rising no more than 2 degrees Celsius above pre-industrial levels and to pursue further efforts to limit the rise to 1.5 degrees Celsius.,2016,
65,flows,"More than 570 different trafficking flows, which criss-cross the globe, were identified by law enforcement officers between 2012 and 2014.",2017,
65,footprint,"The ""material footprint"" of an economy refers to the total amount of raw materials extracted globally—across the entire supply chain—to meet that economy's final consumption demand.",2018,
65,policies,"Binding laws and policies giving individuals the right to access information held by public authorities have been adopted by 125 countries, with at least 31 countries adopting such laws since 2013.",2019,
65,Northern,"Half of unemployed people in Australia and New Zealand receive unemployment payments, and 44 per cent in Europe and Northern America.",2020,
65,2030,"These gains, however, are not enough to meet the 2030 target.",2021,
65,employment,"Almost half a billion people depend at least partially on small-scale fisheries, which account for 90 per cent of employment in fisheries worldwide.",2022,
66,sexual,"Various forms of violence against children persist, including human trafficking and sexual violence.",2016,
66,2013,"Globally, the proportion of people held in detention without being tried or sentenced for a crime has remained almost unchanged—from 32 per cent of total prisoners in 2003-2005 to 31 per cent in 2013-2015.",2017,
66,2013,"From 1999 to 2013, approximately one fifth of the Earth’s land surface covered by vegetation showed persistent and declining trends in productivity, primarily due to land and water use and management.",2018,
66,public,"Binding laws and policies giving individuals the right to access information held by public authorities have been adopted by 125 countries, with at least 31 countries adopting such laws since 2013.",2019,
66,could,The terrible suffering of civilians could be significantly reduced if parties to conflict respected international humanitarian and human rights laws.,2020,
66,through,"Two thirds of financial support provided in 2017–2018 (equivalent to an annual average of $32.3 billion) flowed through bilateral, regional and other channels, while the remaining third was channelled through multilateral institutions and funds, such as the Green Climate Fund (GCF).",2021,
66,urban,"Yet, participation was highly unequal: among countries with available data, disparities in attendance were found based on gender (39 per cent), urban or rural location (76 per cent) and household wealth (86 per cent).",2022,
67,years,Survey data from 31 low- and middle-income countries suggest that the proportion of women aged 18 to 29 years who experienced sexual violence for the first time before age 18 may be as high as 16 per cent.,2016,
67,period,"Global temperatures continued to increase in 2016, setting a new record of about 1.1 degrees Celsius above the pre-industrial period.",2017,
67,compared,"The decline is mainly attributed to lower spending on refugees inside donor countries: in 2017, DAC countries reportedly spent $14.2 billion, or 9.7 per cent of total ODA, to host refugees in their countries; this represents a drop of 13.6 per cent in real terms compared to 2016.",2018,
67,risk,Young men 15 to 29 years old faced the highest homicide risk overall with some regional variations.,2019,
67,human,"In March 2020, the Secretary-General launched an appeal for an immediate global ceasefire to aid in the delivery of humanitarian assistance and open channels for diplomacy, in particular for those most vulnerable to COVID-19.",2020,yes
67,growth,"Oceans contribute to poverty eradication, sustained economic growth and food security.",2021,yes
67,vulnerable,"The cost of war and conflict is high, affecting the poor and vulnerable the most and leading to global impacts and escalating human rights violations and humanitarian needs.",2022,
68,higher,The figure for developing regions has on average been higher than that for developed regions.,2016,
68,reduction,The data suggest that an increased focus on disaster risk reduction is a prudent investment for saving lives.,2017,
68,drinking,Safe drinking water and sanitation are basic human rights.,2018,
68,coverage,"Many countries and regions have reached universal or near universal coverage, but in sub-Saharan Africa, fewer than half (46 per cent) of all children under 5 years of age are registered.",2019,
68,labour,"Nearly eight in ten children from 1 to 14 years of age were subjected to some form of psychological aggression and/or physical punishment at home in the previous month in 69 (mostly low- and middle-income) countries with available data from 2012 to 2019.Trafficking of children is a global problem, mostly associated with sexual exploitation, but also forced labour.",2020,
68,Northern,"At the regional level, Northern Africa and Western Asia reflects this leap, while Central and Southern Asia reduced its regional score from 3/5 to 2/5, highlighting the need for redoubled efforts.",2021,
68,deaths,"Ending armed conflicts, strengthening institutions and enacting inclusive and equitable legislation that protects the human rights of all persons are necessary preconditions for sustainable development.The United Nations recorded at least 13,842 deaths associated with 12 of the world's deadliest armed conflicts in 2021.",2022,
69,climate,"Goal 13 calls for urgent action not only to combat climate change and its impacts, but also to build resilience in responding to climate-related hazards and natural disasters.",2016,yes
69,material,"Similarly, only 62 countries had sufficient provisions for promotional materials, including those relating to effective public awareness-raising.",2017,
69,biodiversity,"Water-related ecosystems are essential to life and have always provided natural sites for human settlements, bringing benefits such as transportation, natural purification, irrigation, flood protection and habitats for biodiversity.",2018,
69,school,"Coverage by the second dose (MCV2), given during the second year of a child’s life or upon school-entry age, increased from 15 per cent in 2000 to 59 per cent in 2015 and 67 per cent in 2017.",2019,
69,care,"Overcrowding is accelerating the spread of COVID-19 across jails and prisons worldwide due to cramped quarters, and the frequent lack of protective gear and access to adequate health care.",2020,
69,urban,"Disparities by location and wealth are even more stark: only a third of countries reached parity in primary school completion between rural and urban students, and just one sixth of countries reached parity between students in the poorest and richest households.",2021,
69,significant,"This falls short of the ""significant reduction"" by 2030 targeted in the Sustainable Development Goals.",2022,
70,natural,"Goal 13 calls for urgent action not only to combat climate change and its impacts, but also to build resilience in responding to climate-related hazards and natural disasters.",2016,
70,consumption,"Many of these deaths could be prevented through reductions in tobacco use and harmful alcohol consumption, the promotion of healthy diets and physical activity, and universal health coverage.",2017,
70,implementation,The implementation of integrated water resources management at all levels (including the transboundary level) and mainstreaming water and sanitation into the policies and plans of other sectors are critical.,2018,
70,material,Urgent action is needed to ensure that current material needs do not lead to over-extraction of resources and further degradation of the environment.,2019,
70,current,"However, despite the drastic reduction in human activity due to the COVID-19 crisis, the resulting 6 per cent drop in emissions projected for 2020 falls short of this target, and emissions are expected to rise as restrictions are lifted.If the world does not act now, and forcefully, the catastrophic effects of climate change will be far greater than the current pandemic.",2020,
70,child,A woman and her two young children flee their home to escape fighting.,2021,
70,needed,"Immediate and deep reductions in emissions are needed across all sectors to move from a tipping point headed to climate calamity to a turning point for a sustainable future.In 2020, concentrations of global greenhouse gases reached new highs, and real-time data point to continued increases.",2022,
71,world’s,"The period from 2011 to 2015 was the hottest on record, with sea ice reaching its lowest level in history and coral bleaching – resulting from increased sea surface temperatures – threatening the world’s coral reefs.",2016,
71,air,"If fisheries are not managed sustainably and are overfished, food production declines, the functioning of ecosystems is impaired, and biodiversity is compromised.",2017,
71,used,"In 2015, 5.2 billion people (71 per cent of the global population) used safely managed drinking water services—that is, an improved water source located on premises, available when needed and free from contamination.",2018,
71,particularly,"All are particularly vulnerable to various forms of abuse, including trafficking, violence and non-inclusive decision-making.",2019,
71,coverage,Protected area networks must continue to expand to increase their coverage of key biodiversity areas (KBAs).,2020,
71,target,"Perpetrators engaged in this criminal activity target the marginalized and impoverished, including children.",2021,
71,measures,"Marine protected areas (MPAs) and other effective, area-based measures to conserve biodiversity – including marine sanctuaries, parks and reserves – have seen substantial growth over the last decade.",2022,
72,species,"To ensure that marine habitats and species are not lost, these protected areas need to be effectively managed and cover key biodiversity areas, which are sites significant for the global persistence of biodiversity.",2016,
72,number,"However, violent conflicts have increased in recent years, and a number of high-intensity armed conflicts are causing large numbers of civilian casualties and driving millions of people from their homes.",2017,
72,estimated,"Using the World Bank’s harmonized classification of fragile states, an estimated 484 million people worldwide lived in fragile situations in 2015.",2018,
72,land,"One in two victims had been working with communities on issues involving land, the environment, poverty, the rights of minorities and indigenous peoples, or the impact of business activities.",2019,
72,coronavirus,"Even before the coronavirus disease (COVID-19) pandemic, progress towards Goal 1 had slowed, and the world was not on track to ending extreme poverty by 2030.",2020,
72,age,"Perpetrators engaged in this criminal activity target the marginalized and impoverished, including children.",2021,
72,international,"Many of these conflict situations are fragile, with a growing risk of escalation and associated violations of international human rights and international humanitarian law.",2022,
73,key,"To ensure that marine habitats and species are not lost, these protected areas need to be effectively managed and cover key biodiversity areas, which are sites significant for the global persistence of biodiversity.",2016,
73,higher,Disparities abound: data show that countries with higher income inequality suffer from higher levels of violence.,2017,
73,worldwide,"Using the World Bank’s harmonized classification of fragile states, an estimated 484 million people worldwide lived in fragile situations in 2015.",2018,
73,new,Parties have been requested to update their existing NDCs or communicate new ones by 2020.,2019,
73,international,"Under international law, civilians are to be protected in armed conflicts.",2020,
73,levels,"The world remains woefully off track in meeting the Paris Agreement target of limiting global warming to 1.5°C above pre-industrial levels and reaching net-zero carbon dioxide CO2 emissions globally by 2050.In the face of looming catastrophe, climate action is gaining momentum.",2021,
73,prices,"For example, the outbreak of war in Ukraine has caused food, fuel and fertilizer prices to skyrocket, disrupted supply chains and global trade and roiled financial markets, potentially leading to a global food crisis.",2022,
74,labour,"Social insurance and labour market programmes are other forms of social protection, covering old-age and disability pensions, maternity benefits, unemployment insurance, skills training and wage subsidies, among others.",2016,
74,particularly,"Implementing realistic budgets is particularly challenging in sub-Saharan Africa, where more than three quarters of countries were more than 5 per cent off, and about 40 per cent of countries experienced a deterioration in the reliability of their budget execution estimates.",2017,
74,20,"In 2015, 5.2 billion people (71 per cent of the global population) used safely managed drinking water services—that is, an improved water source located on premises, available when needed and free from contamination.",2018,
74,percentage,The mean percentage of marine key biodiversity areas (KBAs) covered by protected areas also increased from 31.2 per cent in 2000 to 45.7 per cent in 2018.,2019,
74,violence,"To significantly reduce all forms of violence, stronger efforts are needed to cut the global homicide rate.",2020,
74,policies,"To mitigate the negative impact of the pandemic, most countries have established policies, plans and mechanisms to support the maintenance of essential health services.",2021,
74,," Pleas for global peace are growing louder as the world witnesses the largest number of violent conflicts since 1946, with one quarter of the global population living in conflict-affected countries at the end of 2020.",2022,
75,exports,"The share of exports from LDCs and developing countries that benefited from duty-free treatment increased from 2000 to 2014, reaching 84 per cent and 79 per cent, respectively, although the pace of change was faster for developing countries.",2016,
75,due,"This growth is due to the creation of new sites, expansion of existing sites and contributions of several large-scale additions.",2017,
75,target,"Among the 62 countries where at least 5 per cent of the population practised open defecation in 2015, 18 countries are currently on track to meet the 2030 target.",2018,
75,proportion,"Worldwide, the proportion of marine fish stocks that are within biologically sustainable levels declined from 90 per cent in 1974 to 67 per cent in 2015.",2019,
75,affected,"Trends suggest that lockdown measures have hardly affected violence in Latin American countries with high levels of homicides, but the intense lockdown measures in European countries with low levels of homicide seem to have drastically reduced violence.",2020,
75,recovery,Previous economic crises suggest that the sharp increase in adult unemployment rates and an asymmetric global recovery from COVID-19 is likely to increase the risk of trafficking.,2021,
75,rise,"Amid these crises, and despite movement restrictions prompted by COVID-19, forced displacement has continued and even grown.",2022,
76,consumption,"Redoubled efforts will be needed, particularly for countries with large energy access deficits and high energy consumption.",2016,
76,coverage,"Globally, the average coverage of marine KBAs by protected areas has risen from 32 per cent in 2000 to 45 per cent in 2017, an increase of more than 40 per cent.",2017,
76,being,A comparison of surveys conducted in 2007 and 2011 on the implementation of IWRM indicates that modest progress is being made towards the target.,2018,
76,world’s,"Effective social protection schemes and policies, along with government spending on key services, can help those left behind get back on their feet and find a way out of poverty.The share of the world’s population living in extreme poverty decreased to 10 per cent in 2015, from 16 per cent in 2010 and 36 per cent in 1990.",2019,
76,targets,"Across all regions, people defending the human rights and fundamental freedoms of others are the targets of violent attacks.",2020,
76,international,"It is associated with rampant violations of human rights and international humanitarian law, including against children.",2021,
76,pollution,"The oceans are also under increasing stress from multiple sources of pollution, which is harmful to marine life and eventually makes its way into the food chain.",2022,
77,agenda,The vast majority of these urban policies can further be aligned with SDGs and can be disaggregated by key themes of the sustainability agenda.,2016,
77,production,"If fisheries are not managed sustainably and are overfished, food production declines, the functioning of ecosystems is impaired, and biodiversity is compromised.",2017,
77,terms,"Globally, the types of cooperative arrangements vary greatly in terms of their scope, function and form.",2018,
77,natural,"Equally important is enabling them to manage their natural resources sustainably; adapt to climate change; and overcome barriers in accessing markets, financial services, information and knowledge.",2019,
77,new,"By 2020, parties are expected to update existing nationally determined contributions or communicate new ones, with a view to substantially increasing the ambitiousness of proposed climate action.",2020,
77,world’s,"At least 176,095 civilian deaths were recorded in 12 of the world’s deadliest armed conflicts between 2015 and 2020.",2021,
77,impact,"The cost of war and conflict is high, affecting the poor and vulnerable the most and leading to global impacts and escalating human rights violations and humanitarian needs.",2022,
78,levels,A number of regions have enjoyed increased and sustained levels of peace and security in recent decades.,2016,
78,child,Such harm ranges from immediate effects to long-term damage that children carry well into adulthood.,2017,
78,clean,"Despite some steps forward, 41 per cent of the world’s population still lack access to clean cooking fuels and technologies.",2018,
78,air,"Coastal areas worldwide are affected by land-based pollutants, including sewage and nutrient runoff, leading to coastal eutrophication, degraded water quality and the impairment of coastal marine ecosystems.",2019,
78,higher,"The contribution of sustainable marine capture fisheries to GDP has been markedly higher in small island developing States in Oceania and in LDCs, where fishing activities are vital for local communities and indigenous peoples.",2020,
78,measures,"Impunity is a key driver in these killings; in some contexts, pandemic measures have been used to avoid accountability.",2021,
78,violence,"In May 2022, the number of people forced to flee conflict, violence, human rights violations and persecution has surpassed 100 million.",2022,
79,forms,"However, significant challenges remain, including lack of data on various forms of violence against children and other vulnerable groups, access to justice and public access to information.",2016,
79,school,"Despite considerable progress in school enrolment, millions of children remain out of school, especially where educational systems struggle to keep up with population growth.",2017,
79,children,"This is especially true for women and children, who are typically the main procurers and users of household energy.",2018,yes
79,education,"Disparities in educational opportunities and outcomes are found across regions, and sub-Saharan Africa and parts of Central and Southern Asia lag behind.",2019,
79,estimated,An estimated 71 million additional people will be living in extreme poverty due to COVID-19.,2020,
79,need,Efforts will need to be redoubled to establish and strengthen NHRIs and ensure broader access to human rights promotion and protection services.,2021,
79,change,"Increased heatwaves, droughts and floods caused by climate change are already affecting billions of people around the world and causing potentially irreversible changes in global ecosystems.",2022,
80,America,"This was especially true in Latin America and the Caribbean and in Asia, where 88 per cent and 67 per cent of countries, respectively, saw gains for the poorest 40 per cent of households.",2016,
80,primary,"Organized learning before the official start of primary school has been shown to boost a child’s social, emotional and intellectual development and support readiness for primary education and future learning.",2017,
80,growing,"As the world becomes increasingly urbanized, many countries face growing numbers of slum dwellers, worsening air quality and insufficient basic urban services and infrastructure.",2018,
80,increasing,"In recent years, no substantial advances have been made towards ending violence, promoting the rule of law, strengthening institutions at all levels, or increasing access to justice.",2019,
80,urban,"However, population growth, agricultural intensification, urbanization and industrial production degrade freshwater bodies worldwide, threatening ecosystems and the livelihoods of people everywhere.",2020,
80,developed,"Developed countries are stepping up their efforts to provide technical guidance and support to LDCs – which are particularly vulnerable to the effects of climate change –to develop and carry out such plans.Climate finance provided by developed to developing countries continues to increase, reflecting an ongoing commitment to support the global transition to a low-emission and climate-resilient future.",2021,
80,rising,"With rising temperatures, the world is experiencing more and more extreme weather events.",2022,
81,respectively,"Globally, the share of girls and boys among victims of human trafficking peaked in 2011, at 21 per cent and 13 per cent, respectively, of cases detected by authorities that year.",2016,
81,capita,"Moreover, economic growth is not necessarily sustainable when countries are depleting their natural resources for the sake of economic growth and thus shifting the burden of environmental degradation and damage to future generations.Globally, real GDP per capita grew, on average, by 1.6 per cent in 2010-2015.",2017,
81,years,"Over the last 15 years, countries have steadily improved urban slums, managing to move millions of people out of substandard conditions and providing them with adequate housing.",2018,
81,human,"Millions of people have been deprived of their security, rights and opportunities, while attacks on human rights activists and journalists are holding back development.",2019,yes
81,basic,"The threat of COVID-19 is greater in situations of armed conflict, where fighting has ravaged health systems, displaced people and forced them to live in overcrowded conditions with marginal or no access to basic services.",2020,
81,fell,"Developed countries saw the steepest declines, averaging drops of almost 10 per cent, while emissions from developing countries fell by 4 per cent relative to 2019.",2021,
81,ocean,"Ocean warming will also continue with increasingly intense and frequent marine heatwaves, ocean acidification and reduced oxygen.",2022,
82,region,A number of regions have enjoyed increased and sustained levels of peace and security in recent decades.,2016,
82,latin,"Similarly, only 62 countries had sufficient provisions for promotional materials, including those relating to effective public awareness-raising.",2017,
82,protected,"Globally, the proportion of protected forest areas and forests under long-term management plans is increasing.",2018,
82,rates,"The global homicide rate was roughly stable at around 6 per 100,000 people over the 2007–2017 decade, with the highest rates observed in Latin America and the Caribbean.",2019,
82,despite,"Children are subject to various forms of violence – physical punishment and psychological aggression, trafficking and sexual violence.Violent forms of discipline are widespread, despite their detrimental and often long-lasting impact.",2020,
82,expected,"As the world recovers from the pandemic, emissions are expected to rise further unless critical steps are taken to shift economies towards carbon neutrality.The voluntary efforts countries are making to reduce national emissions and adapt to the impacts of climate change are described in their nationally determined contributions (NDCs).",2021,
82,essential,"Youth and women were disproportionately affected by working-hour losses and pay cuts in 2020, meaning these gaps are likely to widen.Strong social protection systems are essential for mitigating the immediate and long-term consequences of the COVID-19 pandemic and preventing people from falling into poverty.",2022,
83,percentage,"In Latin America and the Caribbean, the region with the second highest percentage, the share of persons held in detention without being sentenced remained practically unchanged over the last decade, at 43 per cent.",2016,
83,time,Latin American and the Caribbean had the highest rate by far—17 times that of Eastern and South-Eastern Asia and 20 times the rate in Australia and New Zealand.,2017,
83,19,"Global energy intensity—the ratio of energy used per unit of GDP—decreased by 2.8 per cent in 2015, faster than in any year since 1990 and double the rate of improvement between 1990 and 2010.",2018,
83,nearly,"In 2016, adult women comprised nearly half of the detected victims globally, and girls accounted for about 23 per cent.",2019,
83,2016,"In 2016, children accounted for almost one third of detected trafficking victims worldwide (23 per cent were girls and 7 per cent were boys).",2020,
83,lack,The number of dead zones worldwide – areas of water that lack sufficient oxygen to support marine life – increased from around 400 in 2008 to approximately 700 in 2019.Changes in eutrophication can be indirectly monitored by analysing algal growth and chlorophyll-a (the pigment that makes plants and algae green).,2021,
83,care,"At the same time, countries reported that services for mental, neurological and substance use conditions were the most disrupted among all essential health services, which widened gaps in mental health care.",2022,
84,poorest,"Climate change presents the single biggest threat to development, and its widespread, unprecedented effects disproportionately burden the poorest and the most vulnerable.",2016,
84,world’s,"While some regions have reached universal or near-universal birth registration, globally the average is just 71 per cent, based on available data reported for 147 countries from 2010 to 2016 and covering 80 per cent of the world’s population of children under age 5.",2017,
84,quality,"Access to fresh water, in sufficient quantity and quality, is also a prerequisite to achieving many dimensions of sustainable development, including health, food security and poverty reduction.",2018,
84,basic,"Birth registration is fundamental to helping people access their individual rights, such as basic social services and legal justice.",2019,
84,work,"While the 2019 toll constitutes the lowest number of killings of journalists per year in over a decade, journalists are increasingly experiencing verbal and physical attacks, including online, in connection with their work.",2020,
84,workers,"Such fishers contribute about half of global fish catches in developing countries and employ more than 90 per cent of the world’s capture fishers and fish workers, about half of whom are women.",2021,
84,air,"Accelerated progress will require additional policy interventions aimed at curbing lethal violence in the public arena, along with specific policies aimed at preventing gender-based killings within the home.Businesses around the world face obstacles and unfair competition due to corruption, which adversely impacts the sustainable development of national economies.",2022,
85,needed,"The landmark Paris Agreement, signed in April 2016 by 175 Member States, attempts to mitigate climate change and accelerate and intensify actions and investments needed for a sustainable, low-carbon future.",2016,
85,support,"In parallel with the Agreement, a push to develop and implement initiatives to enhance financial flows, technologies and capacity-building efforts to support developing and most vulnerable countries is underway.",2017,
85,ecosystems,"Water-related ecosystems are essential to life and have always provided natural sites for human settlements, bringing benefits such as transportation, natural purification, irrigation, flood protection and habitats for biodiversity.",2018,
85,three,"Yet, less than three quarters (73 per cent) of children under 5 years of age worldwide have had their births registered, according to data from 161 countries over the period 2010 to 2018.",2019,
85,essential,Survey results indicate that oversight and appeals bodies (as opposed to multi-purpose bodies) should be essential components of access-to-information law enforcement and specialized entities.,2020,
85,impact,"Nearly half of children in child labour were engaged in hazardous work (79 million).The impacts of COVID-19 threaten to push an additional 8.9 million children into child labour by the end of 2022, as families send children out to work in response to job and income losses.",2021,
85,war,This staggering number will increase along with the widening repercussions of the war in Ukraine.,2022,
86,parties,The Paris Agreement requires parties to identify their “intended nationally determined contributions” (INDCs).,2016,
86,mortality,"Since mortality is often concentrated in very intensive disasters, it is difficult to perceive trends over relatively short periods of time.",2017,
86,based,"However, based on experiences from the field, high rates of implementation typically take at least a decade to be achieved.",2018,
86,live,"Unless Member States live up to their international obligation to protect those who stand up for the fundamental rights and freedoms of others, human rights defenders, journalists and trade unionists will continue to be targets of assassination in countries around the world.",2019,
86,reduction,"However, despite the drastic reduction in human activity due to the COVID-19 crisis, the resulting 6 per cent drop in emissions projected for 2020 falls short of this target, and emissions are expected to rise as restrictions are lifted.If the world does not act now, and forcefully, the catastrophic effects of climate change will be far greater than the current pandemic.",2020,
86,reducing,"Corruption is antithetical to sustainable development, aggravating income inequality, reducing domestic and foreign investment, and significantly lowering the quality of public sector services.",2021,
86,compared,"Though unacceptably high, the number of civilian conflict-related deaths dropped by 17 per cent compared to 2020, and by 69 per cent compared to 2015.",2022,
87,agriculture,"The top three priority areas were water, agriculture and health, which coincide with the top climate hazards that Parties identified – floods, drought and higher temperatures.",2016,
87,real,"To provide a sound basis for development, government budgets should be comprehensive, transparent and realistic.",2017,
87,times,"Globally, people living in fragile states are twice as likely to lack basic sanitation and about four times as likely to lack basic drinking water services as populations in non-fragile situations, with significant differences observed across all regions.",2018,
87,estimated,"Over that period, climate-related and geophysical disasters claimed an estimated 1.3 million lives.",2019,
87,energy,"The spurt in growth was largely due to high levels of new private investment in renewable energy, which represents the largest segment in total climate-related flows.",2020,
87,level,"The reduction in civilian deaths at the global level is attributable to some of the deadliest conflicts becoming less lethal, along with collective efforts to enhance the protection of civilians.",2021,
87,according,"An estimated 41 per cent of people forcibly displaced worldwide were children, according to 2021 data.",2022,
88,protection,"With the aim of reducing underlying disaster risk factors, countries have begun considering and implementing a variety of different mechanisms, including climate change adaptation projects and programmes, environmental impact assessments, integrated planning, payments for ecosystem services and legislation for the protection of environmentally sensitive areas.",2016,
88,"100,000","In 2015, between 5.2 and 6.7 persons per 100,000 people worldwide were victims of intentional homicide.",2017,
88,rates,"For the remaining eight countries, open defecation rates have actually increased since 2000.",2018,
88,financial,"Globally, climate-related financial flows have increased, with most of the funds dedicated to curbing greenhouse gas emissions.",2019,
88,GDP,The rise is largely attributable to increased industrialization and enhanced economic output measured in terms of GDP,2020,
88,affected,Hundreds of millions of people are living in fragile and conflict-affected States.,2021,
88,example,"For example, the outbreak of war in Ukraine has caused food, fuel and fertilizer prices to skyrocket, disrupted supply chains and global trade and roiled financial markets, potentially leading to a global food crisis.",2022,
89,biodiversity,"However, if not sustainably managed, fishing can damage fish habitats, reduce biodiversity and impair the functioning of ecosystems with negative repercussions for sustainable social and economic development.",2016,
89,central,Quality education and lifelong learning opportunities for all are central to ensuring a full and productive life to all individuals and to the realization of sustainable development.,2017,
89,Northern,"In 22 countries (mostly in Northern Africa and Western Asia and in Central and Southern Asia), water stress�defined as the ratio of freshwater withdrawn to total renewable freshwater resources�is above 70 per cent.",2018,
89,support,"As of May 2019, 75 countries had sought a total of $191 million in support from the Green Climate Fund for NAPs and other adaptation planning processes.",2019,
89,resources,"In 2020, up to 132 million more people may suffer from undernourishment because of COVID-19.Small-scale farmers play a critical role in food production worldwide, although they routinely face difficulties accessing land and other productive resources, along with information, financial services, markets and opportunities.",2020,
89,central,"Women have played a central role in the response to COVID-19, as frontline health workers, care providers, and as managers and leaders of recovery efforts.",2021,
89,live,"Children in particular have suffered immeasurable damage and disruption to their lives and development due to conflict, enduring physical and sexual violence, unmet basic needs, lack of access to education and wide-ranging mental health problems caused by trauma.",2022,
90,poverty,"In signing Agenda 2030, governments around the world committed to ending poverty in all its manifestations, including its most extreme forms, over the next 15 years.",2016,
90,policies,"Freedom-of-information laws and policies have been adopted by 111 countries, with at least 15 countries adopting such laws over the past four years.",2017,
90,freshwater,"In 22 countries (mostly in Northern Africa and Western Asia and in Central and Southern Asia), water stress—defined as the ratio of freshwater withdrawn to total renewable freshwater resources—is above 70 per cent.",2018,
90,target,"Unless Member States live up to their international obligation to protect those who stand up for the fundamental rights and freedoms of others, human rights defenders, journalists and trade unionists will continue to be targets of assassination in countries around the world.",2019,
90,number,"In 2019, the number of people fleeing war, persecution and conflict exceeded 79.5 million, the highest level recorded since these statistics have been systematically collected.",2020,
90,proportion,"The pandemic is disproportionately affecting the most vulnerable worldwide, with children at high risk.",2021,
90,proportion,"Incidents of all forms of violence against children in Ukraine alone are estimated to be in the tens of thousands, disproportionately affecting institutionalized children and children with disabilities.",2022,
91,target,"However, much of the increase was due to the establishment of large protected areas around a few countries and in sites not necessarily targeted for biodiversity.",2016,
91,need,"However, the low rates of compliance in some regions highlight the need for further capacity-building and international cooperation.",2017,
91,efforts,"Some
40 countries have met the target since 2010; another 98 countries will need to intensify their efforts to do so.",2018,
91,protection,Ensuring that they receive adequate protection is paramount to achieving the goal of inclusive societies and sustainable development.,2019,
91,Latin,Trends suggest that lockdown measures have hardly affected violence in Latin American countries with high levels of homicides,2020,
91,forest,"Between 1970 and 2015, inland and marine/coastal wetlands each shrank by approximately 35 per cent, three times the rate of forest loss.",2021,
91,latin,"The cost of war and conflict is high, affecting the poor and vulnerable the most and leading to global impacts and escalating human rights violations and humanitarian needs.",2022,
92,account,"Central to the 2030 Agenda for Sustainable Development is the need to promote peaceful and inclusive societies based on respect for human rights, the rule of law and transparent, effective and accountable institutions.",2016,
92,conditions,"Drought conditions predominated across much of the globe, influenced by the El Niño phenomenon.",2017,
92,social,"Implementation of integrated water resources management (IWRM) supports the use of water in a way that balances the social, economic and environmental dimensions of sustainable development.",2018,
92,some,Young men 15 to 29 years old faced the highest homicide risk overall with some regional variations.,2019,
92,available,"Nearly eight in ten children from 1 to 14 years of age were subjected to some form of psychological aggression and/or physical punishment at home in the previous month in 69 (mostly low- and middle-income) countries with available data from 2012 to 2019.Trafficking of children is a global problem, mostly associated with sexual exploitation, but also forced labour.",2020,
92,living,Hundreds of millions of people are living in fragile and conflict-affected States.,2021,
92,current,"While the humanitarian emergency in that country is currently in the global spotlight, many other conflicts require equal – and sustained – attention and compassion.",2022,
93,management,"Holistic management of the water cycle means taking into account the level of “water stress”, calculated as the ratio of total fresh water withdrawn by all major sectors to the total renewable freshwater resources in a particular country or region.",2016,
